C299,1738,20516782,,,
C300,2338,5904658,C300,2366,4997051
C301,182,5959778,,,
C304,18003,101789657,C304,17923,77551279
C306,601,183832641,C306,492,30233877
C307,30,4241225,C307,31,414906
C309,6185,2562591907,C309,5067,88437443
C310,3373,12032468,C310,4384,107438413
C311,14869,2698036,C311,14891,1670874
C312,67,188199,,,
C313,1217,212919484,,,
C314,11583,57521551,,,
C315,35899,110720780,C315,41267,403980345
C316,10632,2539187,C316,10655,2580170
C317,10465,223274870,C317,263,4629727
C318,249,45787811,C318,120,3097403
C319,3378,11564573,C319,6037,186910923
C320,3351,11834877,C320,15058,258291483
C321,3,10260,,,
C322,3942,16803591,C322,4939,198333560
C323,3284,11719268,C323,6194,199441971
C324,904,3429012,,,
C325,3005,11274810,C325,4421,183981621
C326,5405,13029563,C326,6773,220787962
C327,1,4684,,,
C330,3811,17691820,C330,5202,227494833
C331,5328,14595990,C331,6051,198170831
C332,2,1436406,,,
C333,18919,131727055,,,
C334,8256,506024,,,
C335,205,43464,,,
C336,7,53832,,,
C337,1,1363262,C337,1,44736336
C338,2607,10317055,C338,36048,115047529
C339,390,67250,,,
C340,3252,13514238,C340,3996,291079295
C342,5363,30110110,C342,5883,178354231
C343,2782,219932541,C343,2651,630053645
C344,7547,5117313,,,
C346,3786,12988112,C346,3787,10110827
C347,42,218820,,,
C348,3163,14808352,C348,3708,365919321
C349,7202,449223297,C349,603,24509598
C350,269,2442797,,,
C352,4828,12692458,C352,6883,187671111
C354,39800,99483024,C354,41719,607951500
C355,9407,18921378,C355,9442,41736662
C356,8066,391926,,,
C357,3287,13818495,C357,7672,224909112
C358,3,12581,C358,4,6630
C359,124327,160876857,C359,113607,263256137
C360,3332,11437957,C360,40532,331041515
C361,3241,11714736,C361,4379,160348092
C362,8916,13605531,C362,2304,1354879
C363,168,7033686,C363,168,10262348
C366,216000,25941569387,C366,218554,7740769060
C367,5292,298845,,,
C368,27564,7118490907,C368,30854,1078655015
C370,238,85395586,C370,207,14383232
C372,3966,10630374,C372,4079,17725843
C373,6057,2006651,C373,3,460
C375,14810,33986750,C375,38310,340585585
C376,2681,7695301,C376,6282,254802836
C378,272,63036213,C378,225,3408858
C379,24661,52160677,C379,25746,186662004
C380,3287,10014339,C380,4825,298504288
C381,20311,460892179,,,
C382,2851,9729350,C382,4944,276615663
C383,21,6540,C383,21,26980
C385,16,886634,C385,14,204567
C386,5348,21170206,C386,5377,273446499
C388,9186,504519953,C388,8983,227194810
C390,15767,825112,,,
C391,3354,9331496,C391,7107,186166904
C392,35,48350,,,
C393,2893,9961774,C393,3655,171181833
C394,3913,8132725,C394,2988,9885513
C395,132044,13114324138,C395,114335,1072492517
C396,19147,25732462,C396,21217,174273419
C397,8283,49960972,C397,8247,34229416
C400,1074,11637790,C400,2336,304408543
C401,886,41117775,,,
C403,39269,1998495,,,
C404,2742,8790595,C404,4147,185016247
C405,3876,12665391,C405,3894,35330515
C406,150,890026,,,
C408,3319,189323299,C408,3470,184211132
C409,22032,64527687,C409,24390,513937921
C411,149,394256,,,
C412,10377,36281231,C412,10390,146550245
C414,2755,6479690,C414,3982,29401360
C415,15410,21186434,C415,16361,167388289
C416,22,95154,,,
C417,2830,2004709,C417,2830,444059
C418,2872,10227602,C418,3706,172594715
C419,4,1455372,C419,4,141288092
C420,8955,17613065,C420,8978,28148541
C421,5625,16058037,C421,5883,105542732
C422,5882,9948733,C422,5905,197015565
,,,C423,2,288
C426,5538,15470107,C426,5725,104055844
C427,3182,8200085,C427,4075,35812378
C428,8259,640772,,,
C431,5754,15284196,C431,5294,122332692
C432,4654,51898249,,,
C433,5560,15615585,C433,5469,100415830
C435,10,6160316,C435,8,66388868
C436,48758,93119283,C436,50849,762634166
C439,912,111766582,,,
C441,8073,23605467,C441,12150,122549833
C442,3727,16736108,C442,4170,305486245
C443,36615,66225042,C443,46053,415182263
C444,9,125808,C444,1,21625
C445,7676,824573,,,
C446,894,1300423155,C446,654,32013619
C448,7646,86944661,C448,11179,202336177
C450,4516,12591292,C450,5031,205040071
C451,4,2053,C451,4,10840
C453,32689,89467051,C453,33687,996639733
C454,5886,71767659,C454,5882,125415291
C457,715383,25892346011,C457,715804,4913031596
C458,188637,3690555401,,,
C459,8999,670421595,C459,23346,629055542
C460,771,559790,,,
C461,4902,14760483,C461,5074,219651803
C462,6586,312317,,,
C463,2865,10578839,C463,2875,66196794
C467,2766099,42452340142,C467,2530077,14642678486
C468,10,117900,C468,10,48586
C469,3982,17127182,C469,4825,211015026
C471,8780,85617861,C471,8759,29391773
C473,26660,4964029708,C473,26669,308724265
C475,339,872822,,,
C477,4,3304,,,
C478,1,2525,,,
C480,70633,223661235,C480,71341,72369018
C482,175,1743294,,,
C483,4875,13994309,C483,6996,219076191
C484,19965,74095289,C484,23129,521634469
C485,1849,174570,,,
C486,9465,2313440554,C486,30171,1351816487
C487,13750,103399685,C487,465,15086817
C488,7155,4291422,C488,7200,11947183
C489,3215,9530174,C489,4476,183286876
C491,3166,12571790,C491,5429,266196974
C492,12245,116243458,C492,12231,77856563
C493,2863,10683164,C493,4397,190629870
C494,215,1224487,,,
C495,8191,4850626,,,
C496,3243,13479058,C496,4519,293302494
C497,3780,538889,C497,3793,374125
C498,5359,3675982,,,
C499,230,1151367,,,
C500,3693,12458582,C500,3297,171961808
C502,18,68551,,,
C503,1916,16119578,C503,1953,42763351
C504,258,102458,C504,246,130820
C505,20765,132538203,C505,29497,487511478
C506,7,1254,C506,6,828
C509,6087,141011569,,,
C510,9735,605272,C510,9737,729714
C511,272,33138,,,
C512,960,96659,,,
C515,40419,107679558,C515,43179,582916357
C520,4706,13702028,C520,6118,181595372
C521,8,1709665,C521,8,68837706
,,,C524,1,5028
C525,10,1831686,C525,8,191147
C526,2889,25426542,C526,2904,73727232
C528,3981643,27519875308,C528,915039,4893702915
C529,1712200,65450746190,C529,1554208,12951245991
C532,9964,25346105,C532,9968,38468181
C533,924,337823835,C533,749,18751246
C534,7777,1278601,,,
C535,1941,56655957,,,
C536,3248,2664736,,,
C537,12873,805277,,,
C542,13831,43550534,C542,13985,126054716
C543,585,874630761,,,
C544,1411,1255123,C544,1428,6008292
C545,24117,179812515,,,
C547,7924,6983402,,,
C548,2956,10950050,C548,3770,199501544
C549,5937,139964873,C549,5872,37658815
C550,96,79006,C550,105,51211
C552,3381,11762425,C552,4397,212070506
C555,1141,8867570,,,
C556,27377,133956314,C556,23,6488
C558,16,15999514,C558,9,286368
C559,177,2216758,,,
C561,4173,1830167089,C561,4175,73490754
C565,43,21749363,C565,37,579416
C569,5259,32225694,C569,5876,207974753
C570,622,7681847,,,
C571,142465,37833463,,,
C574,1,46,,,
C575,13178,995033860,C575,12754,342334011
C576,3288,11080279,C576,7525,175072676
C577,4756,12403161,C577,10287,256099432
C578,2921,10266270,C578,3253,178269124
C581,2969,8172248,C581,3376,181855605
C584,7909,240646354,C584,7947,416801079
C585,868982,3903824761,C585,1865855,78564856613
C586,3177336,80168000584,C586,3233926,15676054761
C590,27929,35478416,C590,28867,38527640
C591,2315,615771106,C591,1890,50072859
C592,9482,12323383,C592,13379,21037915
C594,7838,33144202,C594,7840,102471502
C595,4703,15376185,C595,5146,172104293
C597,3869,11405222,C597,3973,17927666
C600,2405,6816136,C600,3165,59856842
C601,3464,13849506,C601,6057,288737800
C602,14999,25370304,C602,15107,35231268
C604,4431,21794542,C604,4261,21987437
C605,3286,11556948,C605,4108,182930622
C607,6003,516846800,,,
C608,19897,67610406,C608,22286,570191063
C612,1697733,96015614481,C612,1537570,12706604492
C614,4836,1244855404,C614,4862,55979052
C616,13508,35321380,C616,13509,34267886
C617,20347,28803505,C617,20338,18505429
,,,C618,2,5028
C619,4718,16228116,C619,4733,23275627
C620,2204,1332378,,,
C621,24,2612524,,,
C623,7985,45616748,C623,7987,104258613
C624,15477,221310095,C624,15554,302865519
C625,663222,44623779376,C625,664423,4438191629
C628,8267,21837544,C628,8666,116970728
C629,1381,1100579,C629,1406,1757124
C630,5,19365,C630,7,8983
C634,488,40366971,C634,491,271704113
C635,20431,543189944,,,
C636,25,3207438,C636,25,15487877
C637,3147,12087369,C637,3678,284362306
C640,484,24800634,C640,527,903673195
C641,12379,28672148,C641,11725,35211330
C645,3588,11768773,C645,3718,116094485
C646,132,1198344,C646,148,511054
C649,16687,68500886,C649,18715,455772671
C650,10384,1287488,C650,10416,2709914
C651,1221,773544761,C651,918,26998533
C652,112,97925,,,
C653,204,79903,,,
C656,1244,837172,,,
C659,9961,974478,,,
C660,4749,8391321,C660,6284,125145245
C661,6361,34512937,C661,6427,45457489
C664,9612,620273,,,
C665,5483,421309639,C665,6267,210615323
C667,8826,19124854,C667,8006,17741810
C668,9726,5943319,C668,9724,299628482
C669,7,82912,,,
C670,19579,1001218,C670,1,790
C671,345,4667386,,,
C673,45,17050938,,,
C674,20726,300119723,C674,20725,115699159
C676,2914,7392345,C676,3507,170122960
C677,97,1454132,,,
C679,15001,25627996,C679,14216,36037840
C680,5607,295684,,,
C683,10878,635787712,C683,10586,244649925
C684,18982,95636582,C684,18144,551234826
C685,907,4767365,C685,876,818140
C686,9959,56208135,,,
C687,6,828,,,
C688,3301,14280025,C688,5261,290003259
C689,3907,17489128,C689,4807,196061503
C690,2200,6974222,,,
C692,3921,22687235,C692,7383,203223176
C693,9940,381876679,C693,9830,113373813
C695,2156,122068,,,
C697,417,15758525,,,
C699,17897,6040157196,C699,17860,3322276290
C700,2894,11846124,C700,3454,169898523
C702,2950,10139367,C702,3522,183249322
C704,19,75708,C704,29,41873
C705,6169,16077123,C705,6042,20518721
C706,2054844,201798846181,C706,2655720,12716323787
C707,43521,5869798797,C707,43480,21086842518
C708,3229,14745507,C708,6908,212427696
C709,15133,58183534,C709,17286,691000617
C710,9448,22402724,C710,8682,27406156
C711,2,7326,,,
C712,5328,18307025,C712,5375,26799995
C713,5539,311393,,,
C714,18129,17285809,C714,35361,220165977
C717,3030,21352564,C717,4027,181224763
C718,1240,16549021,,,
C719,3483,10558961,C719,3477,16732760
C720,3466,72653245,C720,4331,169794668
C721,46830,847345332,C721,49831,519659730
C724,4506,4736820,C724,4515,124342875
C725,5,58146,,,
C727,13550,14571768,C727,13601,163872595
C728,1313,44565742,C728,1313,13483145
C729,9218,123900118,,,
C730,16502,8397641,C730,16483,32705904
C731,2057,14126715,C731,9841,192131004
C732,3303,12798183,C732,19438,326196796
C733,163,12012409,,,
C735,8833,30990153,C735,8844,58433664
C737,3061,8193209,C737,3795,168463143
C739,11074,18986378,C739,10281,23199281
C740,6,21499,,,
C742,11358,913531481,C742,11399,164179102
C743,159863,255094848,C743,151409,411110042
C745,13445,53224234,C745,14289,197050428
C746,3108,12113308,C746,4593,181501281
C747,12,1944545,C747,9,169853
C748,93,7543007,C748,84,1564451
C749,27150,3655836118,C749,26445,392203692
C750,4537,4340481,C750,4538,3218296
C751,10909,376162404,C751,267,10898660
C753,3776,149509897,C753,4108,186856761
C754,80041,147842170723,C754,48077,2414465593
C755,369,212109412,,,
C761,79,625872,,,
C762,6667,199956248,C762,6674,187792893
C767,217,2497867,,,
C768,71529,173254474,C768,77074,654342192
C770,17425,16471897,C770,18664,316794043
C771,19008,680128263,C771,18845,2484589372
C772,14783,191853548,C772,16035,288510180
C773,12341,1080011012,C773,12343,788833667
C775,5804,36150655,C775,11994,288648279
C776,6331,7654317899,C776,6869,556312783
C780,20341,26034933,C780,20374,55593897
C782,9465,55093350,C782,17766,402096951
C783,1,4930,,,
C784,1,1275,,,
C786,9036,16617015,C786,9879,183697951
C787,3264,10851995,C787,86167,303158424
C788,22585,20384293,C788,35524,208448256
C789,3212,14274587,C789,9847,165613527
C791,820,111540643,C791,685,15687311
C792,4118,16776832,C792,5380,208311476
C793,3903,961967257,C793,9034,57756196851
C794,4136,12385808,C794,4164,11846817
C796,3351,15075926,C796,5605,184959763
C797,9302,22405167,C797,8495,34689571
C799,5058,280408,,,
C800,9002,521874,,,
C801,3568,39330178,C801,34,300631
C803,1274,6308890,C803,1303,8238489
C804,394,1899866,,,
C805,2310,1873482,C805,2315,513418
C806,4378,2018497,,,
C807,21482,220252177,C807,8320,3531091414
C808,30,36213,C808,33,15464
C809,15165,38448838,C809,15184,3336256
C810,13414,927471676,C810,12274,71315333
C811,4723,15074565,C811,6619,198397429
C812,11231,146679960,C812,10398,31383404
C813,4130,288346977,,,
C814,25181,76225093,C814,28505,324242786
C815,870,8847400,C815,870,1520691
C816,19348,919287,C816,19350,909019
C817,9894,9511616,,,
C819,8590,2908002,C819,8579,7724211
C820,17174,325903620,C820,17892,363298970
C821,7686,93741922,,,
C822,3236,12460497,C822,5620,285256605
C823,7325,3679324,C823,7360,4376176
C824,106,19597209,C824,102,1264911
C825,6701,11279231,C825,6705,24337969
C827,4384,12246832,C827,4387,14044703
C829,21141,1420543378,C829,20394,837225399
C830,2933,9463293,C830,3650,180248809
C831,14617,51585352,C831,16764,493629653
C835,8135,20502109,C835,7455,27603829
C837,20270,119319795,,,
C838,5,10360,,,
C841,5234,723682,,,
C842,991,8042176,C842,1073,87706384
C843,22177,71708982,C843,25572,546666503
C846,13140,34118816,C846,14371,191226770
C847,16390,7357316,C847,9,316958
C850,1,4670,,,
C851,2057,20062610,C851,2086,58190906
C852,8800,64140731,,,
C853,16930,232134846,C853,11297,447425851
C854,122,1682093,,,
C855,4218,18067950,C855,4826,285132741
C856,802,15892701,,,
C857,10029,98156317,C857,10947,217801532
C858,45,750114,,,
C861,4897,219807612,C861,7848,216928573
C863,3617,12583526,C863,4703,59922231
C864,1,929,C864,1,1061
C865,10104,4007014,C865,10109,67586804
C866,4848,15561890,C866,5639,171354147
C867,22195,92340468,C867,22296,304487026
C868,18455,1987510677,C868,18984,12030351384
C869,2835,45143127,C869,2867,71777922
C871,345,44047532,C871,300,4774813
C873,3444,12591704,C873,5629,206878320
C874,11222,27441269,C874,11220,50264782
C875,16340,21924424,C875,17610,266411622
C876,20048,95283394,C876,20059,54164158
C877,14,15516,,,
C878,2925,15743098,C878,3373,179910465
C879,3360,541766998,,,
C880,2881,9981577,C880,3155,171380576
C882,17,12102,,,
C885,2,4715,,,
C886,40,139799,C886,47,54396
C887,4906,14300166,C887,6647,181243149
C888,9586,12370045,C888,12725,182743414
C889,3293,12468371,C889,5564,186577197
C890,18570,21971691,C890,18590,30016094
C891,5094,337907,C891,5100,291362
C893,4639,44863053,C893,5870,245619561
C894,9384,29706760,C894,10634,77002969
C895,7186,5767259,,,
C896,19573,76520015,C896,19586,235127568
C898,19152,24168950,C898,18343,32485407
C902,19218,72081512,C902,22371,551266941
C903,13702,41928614,C903,12600,21569835
C904,21684,12237728,C904,1782,22734367
C906,1260,4398690,C906,3,1281
C908,2999,11917240,C908,3571,278907245
C909,11396,909541644,C909,485,19904256
C910,15341,209472251,C910,15104,328428144
C912,4652,197006594,C912,4803,193949577
C913,133,1733221,,,
C914,12451,851315621,C914,12389,825339772
C916,2051,8073722,C916,3468,62106842
C919,3616,15645450,C919,6642,226803404
C920,27682,105268291,C920,32482,633171847
C923,57,601571039,,,
C924,12461,940215832,C924,12379,320561361
C925,4489,12453808,C925,4744,166990676
C926,41,2228374,C926,54,241918
C927,14,32517227,,,
C928,2901,12089873,C928,3812,323541488
C930,10918,102370982,,,
C932,3866,30026851,C932,7337,372928228
C934,6548,380920,,,
C935,8626,583283,,,
C936,6564,1453051292,C936,5421,384440388
C937,1300,2406384,C937,1350,4357495
C938,74,341991,,,
C939,2639,15032440,,,
C940,6975,12786057,C940,8394,192893352
C942,1,144,,,
C944,3,484,C944,3,288
C945,22006,1116876334,C945,21642,78472954
C946,8898,7139094,,,
C947,10494,13533948,C947,10521,64483884
C948,2233,263017704,C948,353,9480175
C952,3124,11068846,C952,4468,189995952
C953,16549,15209655,,,
C954,135,35661938,C954,137,1851084650
C955,4815,12014384,,,
C958,6874,13844899,C958,6235,15984312
C960,4460,44608477,,,
C961,10975,1013435886,C961,12159,326668979
C962,3382,16556189,C962,3402,52001019
C963,11558,8826024,,,
C965,31,2779870,C965,23,100415
C967,3614,9592707,C967,4315,172560271
C969,9,5469796,,,
C970,13877,56485943,,,
C972,8187,19698301,C972,9222,536453302
C973,75,272488,,,
C974,241,2372908,,,
C976,10205,143951309,C976,184,7384437
C977,95,109321049,C977,61,2847837
C978,3330,11796170,C978,5024,187099824
C979,9705,179733509,C979,1019,23627062
C980,6449,100706314,C980,4941,106965382
C983,80,30209884,,,
C984,3499,13563395,C984,4214,245050217
C985,11706,16042666,C985,11712,20997507
C986,8796,16682144,,,
C987,3933,101447536,,,
C988,1,932,C988,1,3281
C989,4501,17906869,C989,5360,70083080
C991,12088,30674688,,,
C992,45419,118102143,C992,49107,647259399
C993,4006,19509909,C993,4623,225023382
C994,3227,59772567,C994,54925,690930733
C995,2915,7908077,C995,3583,82621474
C996,19841,1386909237,,,
C997,4181,13820549,C997,6039,72661269
C998,551,20126340,,,
C999,1065,31623665,,,
C1000,17475,386436201,C1000,17406,333018507
C1001,15122,15892963,C1001,15134,23096347
C1002,10514,2711371604,C1002,10508,85864510542
C1003,11165,325704293,C1003,11527,27379901
C1004,7033,14822929,C1004,11203,132607071
C1005,4712,19450382,C1005,5943,316394434
C1007,4364,1612964409,C1007,2929,85662679
C1008,14593,247247099,C1008,13788,90389850
C1010,1949,4306946,C1010,1950,699502
C1011,4914,62409632,C1011,5966,211072938
C1012,20,135228,,,
C1013,6,1012,,,
C1014,3481,10986385,C1014,12786,466485168
C1015,1688569,5816787881,C1015,53890,2124040364
C1016,104,620999,,,
C1017,2793,8064358,C1017,3623,97559515
C1018,26,135775,,,
C1019,26077,10505969853,C1019,26046,4594505870
C1020,16124,10357408,C1020,16130,360146281
C1021,17367,15555925,C1021,18025,184932942
C1023,5914,612280,,,
C1024,5265,18533898,C1024,5285,27231375
C1025,1612,143189057,,,
C1026,3784,268138,,,
C1027,10826,113740666,C1027,10686,49256467
C1028,12,10380556,,,
C1030,9334,65425092,C1030,8588,98527194
C1032,9469,1013839,,,
C1033,5667,1109624,,,
C1035,19228,581489492,,,
C1036,225,623844,,,
C1037,9614,536425,C1037,9623,1360587
C1038,412,28148623,C1038,387,3529038
C1039,11154,27698919,C1039,11230,223971861
C1040,10756,468879977,C1040,10557,20301511
C1041,3791,14187386,C1041,8043,424831799
C1042,17,8880364,C1042,17,468517037
C1044,19332,1334886,C1044,19344,1236167
C1045,7660,333086345,C1045,240,10888865
C1046,4476,14201503,C1046,5672,124089891
C1048,1945,11947380,C1048,3242,181622172
C1050,16,46177,,,
C1051,27790,118662339,C1051,23,551633
C1052,3152,8102618,C1052,6875,205484407
C1053,2969,61271024,,,
C1054,2896,10061582,C1054,3913,179783024
C1055,12852,15010255,,,
C1056,28597,8471911,C1056,28265,4757573
C1058,12200,1637377166,C1058,239,8171199
C1059,672,11962640,C1059,691,539755996
C1060,3042,8449128,C1060,3611,169011666
C1061,1,4684,,,
C1062,11966,1245710926,,,
C1063,11,22377,,,
C1064,38,280246,,,
C1065,1657068,35398963195,C1065,1502395,12794614213
,,,C1066,4,576
C1067,4425,316396,,,
C1068,5,17021,,,
C1069,3564,153190013,C1069,17191,317415475
C1070,2448,32247692,C1070,2457,83416023
C1071,3,183894,C1071,3,32199
C1072,3149,12344434,C1072,4468,101873410
C1073,57,10877365,C1073,5,99889
C1074,2300,25420303,C1074,2683,193496593
C1075,4,832095,C1075,2,34209
C1078,3227,13167741,C1078,5117,281391181
C1080,3372,10564648,C1080,3391,13289816
C1081,2943,13464872,C1081,3888,183344964
C1082,17214,850039198,C1082,17047,94200141
C1083,3017,12119961,C1083,3822,212068282
C1084,6922,15713255,,,
C1086,661,7659267,,,
C1087,6991,40322238,C1087,7013,34020107
C1089,7835,220601329,C1089,6408,132240448
C1090,6171,372156,,,
C1091,8,22504,C1091,10,7527
C1092,788,10879309,C1092,1336,258095623
C1093,4821,56569618,C1093,4868,26191117
C1095,7498,12544547,C1095,7641,15706577
C1096,8,62400,C1096,5,13259
C1097,5362,13081325,C1097,5717,197675830
C1098,5080,17908012,C1098,5099,26553857
C1099,5486,11566280,C1099,6641,186613099
C1100,3415,12681899,C1100,4408,50949541
C1101,7643,7903659,,,
C1102,3,1432,C1102,3,1153
C1103,12028,56967125,C1103,12013,52330657
C1104,10593,101926008,C1104,123,2691007
C1105,5430,578061,,,
